Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Entstrickungsbesteuerung bei Umwandlungen	-	von Joachim Engesser	Duncker & Humblot	Berlin	2021	-	9783428182527	-	(Broschur)	258 Seiten	24 cm	-	Schriften zum Steuerrecht ; Band 160	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Kassel2020	Band	21,A51	340; 330	Gesellschaftsumwandlung; Steuerentstrickung	343.43067	https://d-nb.info/1236170350/04	-	-	-
Repetitorien-Training : Steuern kompakt : Repetitorium Ertragsteuern - Besteuerung der Personengesellschaften : Rechtsstand: 1.1.2021	-	Thomas Stobbe	SteuernRep Verlag	München	2021	-	9783982017440	2., erweiterte Auflage	(Broschur)	176 Seiten	22 cm	-	-	-	-	-	Band	21,A51	340; 330	Personengesellschaft; Ertragsteuerrecht	343.43052076	https://d-nb.info/1232957976/04	-	-	-
Steuern kompakt : aktuell 2021	-	Thomas Stobbe	SteuernRep Verlag	München	2021	-	9783982017457	-	(Broschur)	64 Seiten	21 cm	-	-	-	-	-	Band	21,A51	340; 330	Steuerrecht	343.4304	https://d-nb.info/1232957496/04	-	-	-
Klausuren-Training : Steuern kompakt : Repetitorium - Grundlagen : Rechtsstand 1.1.2021	-	Thomas Stobbe	SteuernRep Verlag	München	2021	-	9783982017433	2., erweiterte Auflage	(Broschur)	176 Seiten	21 cm	-	-	-	-	-	Band	21,A51	340; 330	Unternehmen; Steuerrecht	343.43068	https://d-nb.info/1232956848/04	-	-	-
Sachenrecht I	-	Hemmer/Wüst/d'Alquen	Hemmer/Wüst Verlagsgesellschaft	Würzburg	2021	-	9783968380445; 3968380444	16. Auflage	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	VI, 145 Seiten	30 cm, 450 g	-	Das Prüfungswissen; Juristisches Repetitorium Hemmer	-	-	-	Band	21,A51; 21,N45	340	Sachenrecht	346.4304	https://d-nb.info/1245235052/04	-	-	-
Schadensersatzrecht III - Schadensumfang	-	Hemmer/Wüst/d'Alquen	Hemmer/Wüst Verlagsgesellschaft	Würzburg	2021	-	9783968380605; 3968380606	14. Auflage	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	IV, 131 Seiten	30 cm, 410 g	-	Das Prüfungswissen; Juristisches Repetitorium Hemmer	-	-	-	Band	21,A51; 21,N45	340	Schadensersatz	346.4302	https://d-nb.info/1245232436/04	-	-	-
NAV : Verordnung über Allgemeine Bedingungen für den Netzanschluss und dessen Nutzung für die Elektrizitätsversorgung in Niederspannung (Niederspannungsanschlussverordnung - NAV)	Niederspannungsanschlussverordnung	[Deutschland]	VDE Verlag	[Berlin]	2021	-	9783800756612; 3800756617	Stand Dezember 2021	(Broschur : EUR 3.80 (DE), EUR 3.80 (AT))	15 Seiten	21 cm, 16 g	-	-	-	-	-	Band	21,A51; 21,N44	340	Deutschland	343.4309290263	https://d-nb.info/1244542695/04	-	-	-
NDAV : Verordnung über Allgemeine Bedingungen für den Netzanschluss und dessen Nutzung für die Gasversorgung in Niederdruck (Niederdruckanschlussverordnung - NDAV)	Niederdruckanschlussverordnung	[Deutschland]	VDE Verlag	[Berlin]	2021	-	9783800756582; 3800756587	Stand Dezember 2021	(Broschur : EUR 3.80 (DE), EUR 3.80 (AT))	15 Seiten	21 cm, 20 g	-	-	-	-	-	Band	21,A51; 21,N44	340	Deutschland	343.430920263	https://d-nb.info/1244541435/04	-	-	-
Einsatzrecht kompakt - Definitionswissen für die Grundausbildung : Zwischenprüfung erfolgreich bestehen	-	Patrick Lerm, Polizeihauptkommissar, Dozent am Bundespolizeiausbildungs- und -fortbildungszentrum Bamberg, Lehrbeauftagter der Hochschule für den Öffentlichen Dienst in Bayern - Fachbereich Allgemeine Innere Verwaltung in Hof und an der bayerischen Verwaltungsschule für das Fach Sicherheitsrecht ; Dominik Lambiase, M.A., Polizeioberkommissar, Dozent am Bundespolizeiaus- und -fortbildungszentrum Bamberg	Richard Boorberg Verlag	Stuttgart	2021	-	9783415070721; 3415070727	3., erweiterte Auflage	(Broschur : EUR 14.80 (DE), EUR 15.30 (AT))	119 Seiten	130 g	-	Schnell informiert	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N44	340; 360	Polizeieinsatz	344.43052	https://d-nb.info/1244530115/04	-	-	-
Ladungssicherung - aber richtig!	-	Schlobohm	ecomed SICHERHEIT	Landsberg am Lech	2021	-	9783609695112; 3609695110	13. Auflage	(Broschur : EUR 19.99 (DE), EUR 20.60 (AT))	245 Seiten	21 cm, 370 g	-	-	"Rechtliche Anforderungen, Sicherungsarten, praktische Beispiele" - Umschlag	-	-	Band	21,A51; 21,N44	380; 340; 620	Berufskraftfahrer Güterverkehr; Straßengüterverkehr; Ladungssicherung; Transportrecht	388.324044; 343.0932; 363.125	https://d-nb.info/1244502049/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ce2c8f5c2ca54a2b8c279541e1a7d8bd&prov=M&dok_var=1&dok_ext=htm	-	-
Justizgesetze ABGB, UGB, ZPO, STGB mit Nebengesetzen	Justizgesetze ABGB, UGB, ZPO, StGB mit Nebengesetzen	[Österreich] ; bearbeitet von Hon.-Prof. Dr. Franz Mohr, Karl-Franzens-Universität Graz [und anderen]	LexisNexis	Wien	2021	-	9783700778929; 3700778929	10. Auflage, Stand 1.10.2021	(Broschur : EUR 29.00 (DE), EUR 23.20 (DE) (Sonderpreis: Abopreis), EUR 29.00 (AT), EUR 23.20 (AT) (Sonderpreis: Abopreis), CHF 35.34 (freier Preis), CHF 28.27 (freier Sonderpreis: Abopreis))	1030 Seiten	23 cm	-	Kodex des österreichischen Rechts	-	-	-	Band	21,A51; 21,N41	340	Justiz	347.43600263	https://d-nb.info/1242740120/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d43fe97d1a024cae9181271cf23ef5ac&prov=M&dok_var=1&dok_ext=htm	-	-
Sozialrecht : Fassung vom 1.10.2021	Gesetzessammlung Sozialrecht	[Österreich]	FlexLex	Wien, Österreich	2021	-	9783990711880; 3990711881	9. Auflage	(Broschur : EUR 17.00 (DE), EUR 17.00 (AT))	552 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N41	340	Sozialrecht	344.436010263	https://d-nb.info/124256523X/04	-	-	-
Arbeitsrecht : Fassung vom 1.10.2021	Gesetzessammlung Arbeitsrecht	[Österreich]	FlexLex	Wien, Österreich	2021	-	9783990711873; 3990711873	9. Auflage	(Broschur : EUR 17.00 (DE), EUR 17.00 (AT))	690 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N41	340	Arbeitsrecht	344.436010263	https://d-nb.info/1242564640/04	-	-	-
Bauabfälle und Bodenaushub : Abfallrecht, Bodenschutzrecht, Immissionsschutzrecht, Wasserrecht	-	von Holger Seit, Rechtsanwalt	VOB-Verlag Ernst Vögel	Stamsried	2021	-	9783896505194; 389650519X	1. Auflage	(Broschur : EUR 48.90 (DE), EUR 50.30 (AT))	IX, 261 Seiten	24 cm, 475 g	-	-	-	-	-	Band	21,A51; 21,N40	340; 620	Bauabfall; Abfallrecht	344.430462	https://d-nb.info/1242043454/04	-	-	-
Unterwegs in Kriminologie und Strafrecht : Festschrift für Hans-Jörg Albrecht zum 70. Geburtstag	-	herausgegeben von Rita Haverkamp, Michael Kilching, Jörg Kinzig, Dietrich Oberwittler und Gunda Wössner	Duncker & Humblot	Berlin	2021	-	9783428182510; 3428182510	-	(Festeinband : EUR 219.90 (DE), EUR 226.10 (AT))	1278 Seiten	24 cm, 1810 g	-	Kriminologische und sanktionenrechtliche Forschungen ; Band 25	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N39	340	Albrecht, Hans-Jörg; Strafrecht; Kriminologie	345; 364	https://d-nb.info/1241684049/04	-	-	-
Bankrecht : Fassung vom 1.10.2021	Bankrecht	[Österreich] ; Kammel (HG.)	FlexLex	Wien, Österreich	2021	-	9783990711446; 399071144X	1. Auflage	(Broschur : EUR 58.00 (DE), EUR 46.40 (DE) (Sonderpreis), EUR 58.00 (AT), EUR 46.40 (AT) (Sonderpreis))	821 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N38	340	Bankrecht	-	https://d-nb.info/1241265321/04	-	-	-
Strafprozessordnung	Strafprozessrecht	Hemmer/Wüst/Berberich	Hemmer/Wüst Verlagsgesellschaft	Würzburg	2021	-	9783968380582; 3968380584	14. Auflage	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	VIII, 204 Seiten	30 cm, 585 g	-	Das Prüfungswissen; Juristisches Repetitorium Hemmer	-	-	-	Band	21,A51; 21,N38	340	Strafverfahrensrecht; Prüfungsvorbereitung	345.4305076	https://d-nb.info/1241202699/04	-	-	-
Hexenverfolgungen in England und im Alten Reich (16./17. Jh.) - ein Vergleich	-	Julia Jähnichen	FAU University Press	Erlangen	2021	-	9783961474479; 3961474478	-	(Broschur : EUR 19.00 (DE), EUR 19.60 (AT))	iv, 164 Seiten	21 cm, 324 g	-	Ausgezeichnete Abschlussarbeiten der Erlanger Geschichtswissenschaft ; Band 11	-	Erscheint auch als: Online-Ausgabe	Masterarbeit; FAU Friedrich-Alexander-Universität Erlangen-Nürnberg2018/2019	Band	21,A51; 21,N38	940; 340	-	-	https://d-nb.info/1241131783/04	-	-	-
Gerichtspraxis : Fassung vom 15.9.2021	Gesetzessammlung Gerichtspraxis	[Österreich]	FlexLex	Wien, Österreich	2021	-	9783990711729; 3990711725	5. Auflage	(Broschur : EUR 22.00 (DE), EUR 22.00 (AT))	946 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N38	340	Recht	348.43602	https://d-nb.info/1241129894/04	-	-	-
Umweltrecht : Fassung vom 15.9.2021	Gesetzessammlung Umweltrecht	[Österreich] ; Gerhard Schnedl (HG.)	FlexLex	Wien, Österreich	2021	-	9783990711620; 3990711628	7. Auflage	(Broschur : EUR 24.00 (DE), EUR 24.00 (AT))	675 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N37	340	Umweltrecht	344.4360460263	https://d-nb.info/1240914679/04	-	-	-
Öffentliches Wirtschaftsrecht : Fassung vom 15.9.2021	Gesetzessammlung Öffentliches Wirtschaftsrecht	[Österreich]	FlexLex	Wien, Österreich	2021	-	9783990711705; 3990711709	7. Auflage	(Broschur : EUR 24.00 (DE), EUR 24.00 (AT))	749 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N37	340	Wirtschaftsverwaltungsrecht	343.436070263	https://d-nb.info/1240914458/04	-	-	-
Vergaberecht : Fassung vom 1.10.2021	Vergaberecht	[Österreich] ; Thomas Ziniel (HG.)	FlexLex	Wien, Österreich	2021	-	9783990711750; 399071175X	2. Auflage	(Broschur : EUR 15.00 (DE), EUR 15.00 (AT))	336 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N37	340	Vergaberecht	346.4360230263	https://d-nb.info/1240850867/04	-	-	-
Insolvenzrecht : Fassung vom 15.9.2021	Gesetzessammlung Insolvenzrecht	[Österreich] ; Georg Kodek, Manuel Schweiger (Hg.)	FlexLex	Wien, Österreich	2021	-	9783990711576; 3990711571	2. Auflage	(Broschur : EUR 17.00 (DE), EUR 17.00 (AT))	467 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N37	340	Insolvenzrecht	346.4360780263	https://d-nb.info/124077396X/04	-	-	-
STEOP Verfassungsrecht	Gesetzessammlung Verfassungsrecht 2017/18	[Österreich]	FlexLEX	Wien, Österreich	2021	-	9783990711613; 399071161X	7. Auflage, Fassung vom 15.2.2021	(Broschur : EUR 15.00 (DE), EUR 15.00 (AT))	104 Seiten	21 cm	-	Studium	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N37	340	Verfassungsrecht	342.43600263	https://d-nb.info/1240773420/04	-	-	-
Arbeitsrecht	-	von Dr. Raimund Waltermann, o. Professor an der Universität Bonn	Verlag Franz Vahlen	München	2021	-	9783800665846; 3800665840	20., neu bearbeitete Auflage neu bearbeitete Auflage des von Bundesverfassungsrichter a.D. Professor Dr. Alfred Söllner † begründeten und bis zur 12. Auflage verfassten Werks	(Broschur : circa EUR 30.00 (DE))	XXVI, 400 Seiten	24 cm, 758 g	-	Vahlen Jura. Lehrbuch	-	-	-	Band	21,A51; 21,N36	340	Arbeitsrecht	344.4301	https://d-nb.info/1240419503/04	-	-	-
Karteikarten Zivilrecht : Die Karteikarten BGB AT I	-	Hemmer/Wüst	Hemmer/Wüst Verlagsgesellschaft	[Würzburg]	2021	-	9783968380490; 3968380495	12. Auflage	(keine Bindung : EUR 16.90 (DE), EUR 17.40 (AT))	II,II, III, XXI Seiten, 113 Blätter, das heißt 226 Seiten	15 cm, 370 g	-	Das Prüfungswissen; Juristisches Repetitorium Hemmer	-	-	-	Karte	21,A51; 21,N34	340	Bürgerliches Recht; Allgemeiner Teil; Prüfungsvorbereitung	346.430076	https://d-nb.info/1239383614/04	-	-	-
Strafrecht Besonderer Teil 2 : Straftaten gegen Vermögenswerte : mit ebook: Lehrbuch & Entscheidungen	-	begründet von Prof. Dr. Johannes Wessels † ; fortgeführt von Dr. Dr. h.c. Thomas Hillenkamp, o. Professor em. an der Universität Heidelberg und Dr. Jan C. Schuhr, o. Professor an der Universität Heidelberg	C.F. Müller	Heidelberg	2021	-	9783811457348; 3811457349	44., neu bearbeitete Auflage	(Broschur : EUR 26.00 (DE), circa EUR 26.80 (AT))	XXXII, 551 Seiten	24 cm, 972 g	-	Schwerpunkte. Pflichtfach; Jura auf den [Punkt] gebracht	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N33	340	Strafrecht; Besonderer Teil; Vermögensdelikt	345.43026	https://d-nb.info/1238806929/04	http://deposit.dnb.de/cgi-bin/dokserv?id=bb8a30972fa946adb11abb00e9658d1f&prov=M&dok_var=1&dok_ext=htm	-	-
Grundzüge der Insolvenzordnung	-	von RA Dr. Otto Werschitz und RA Dr. Georg Muhri, Muhri & Werschitz Partnerschaft von Rechtsanwälten	NWV	Wien	2021	-	9783708313795; 3708313798	3. Auflage, [aktualisiert]	(Broschur : EUR 20.00 (DE), EUR 20.00 (AT))	98 Seiten	23 cm	-	Neue Praktikerskripten ; 21	-	-	-	Band	21,A51; 21,N32	340	Österreich	346.436078	https://d-nb.info/1238377696/04	-	-	-
Wohnflächenberechnung : die richtige Wohnfläche für Vermietung, Mietvertrag und Betriebskostenabrechnung	-	Kai H. Warnecke/Julia Wagner	Haus & Grund	Berlin	2021	-	9783964340238; 3964340235	5. Auflage	(Broschur : EUR 10.95 (DE), EUR 11.30 (AT))	IV, 38 Seiten	21 cm, 71 g	-	Vermieten & Verwalten	-	-	-	Band	21,A51; 21,N31	340	Wohnfläche; Berechnung; Deutschland	346.4304344	https://d-nb.info/1237978246/04	-	-	-
Karteikarten Zivilrecht : Die Karteikarten Schuldrecht BT I	-	Hemmer/Wüst	Hemmer/Wüst Verlagsgesellschaft	[Würzburg]	2021	-	9783968380407; 3968380401	10. Auflage	(keine Bindung : EUR 16.90 (DE), EUR 17.40 (AT))	II, II, IV, V Seiten, 107 Blätter, das heißt 214 Seiten	15 cm, 348 g	-	Das Prüfungswissen; Juristisches Repetitorium Hemmer	-	-	-	Karte	21,A51; 21,N31	340	Schuldrecht; Besonderer Teil; Prüfungsvorbereitung	346.4302076	https://d-nb.info/1237838142/04	-	-	-
Karteikarten Zivilrecht : Die Karteikarten Zivilprozessrecht I	-	Hemmer/Wüst	Hemmer/Wüst Verlagsgesellschaft	[Würzburg]	2021	-	9783968380384; 396838038X	8. Auflage	(keine Bindung : EUR 16.90 (DE), EUR 17.40 (AT))	II, I, IV, XII Seiten, 97 Blätter, das heißt 194 Seiten	15 cm, 325 g	-	Das Prüfungswissen; Juristisches Repetitorium Hemmer	-	-	-	Karte	21,A51; 21,N31	340	Privatrecht; Zivilprozessrecht; Prüfungsvorbereitung	346.430076	https://d-nb.info/1237833299/04	-	-	-
PraxisWissen privates Baurecht	Basiswissen privates Baurecht	von Prof. Dr. Mark von Wietersheim (Rechtsanwalt, Honorarprofessor für privates Baurecht und Vergaberecht an der Hochschule Osnabrück)	C.H. Beck	München	2021	-	9783406780332; 3406780334	4. Auflage	(Broschur : circa EUR 39.00 (DE))	XVII, 286 Seiten	20 cm, 331 g	-	PraxisWissen Baurecht; IBR	-	-	-	Band	21,A51; 21,N29	340	Baurecht; Bürgerliches Recht	343.4307869	https://d-nb.info/1237007151/04	-	-	-
Kreisordnung und Gemeindeordung des Landes Nordrhein-Westfalen	-	-	Greven Verlag	Köln	2021	-	9783774309463; 3774309469	Textausgabe, Stand: Juni 2021, [6. Auflage, revidierte Ausgabe]	(Broschur : EUR 8.00 (DE), EUR 8.30 (AT))	264 Seiten	17 cm	-	-	-	-	-	Band	21,A51; 21,N28	340	Nordrhein-Westfalen	342.4355090263	https://d-nb.info/1236767624/04	-	-	-
Fallübungen im schweizerischen Staatsrecht	-	Lea Ackermann MLaw, Raphaela Cueni Dr. iur., LL.M	Stämpfli Verlag	Bern	2021	-	9783727289187; 372728918X	2., vollständig überarbeitete Auflage	(Broschur : circa EUR 57.00 (DE), circa EUR 58.60 (AT), circa CHF 50.00 (freier Preis))	XX, 315 Seiten	23 cm, 555 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N27	340	Staatsrecht	342.494	https://d-nb.info/1236430727/04	http://deposit.dnb.de/cgi-bin/dokserv?id=0e19204825554957b06fbedc87ec02dc&prov=M&dok_var=1&dok_ext=htm	-	-
Die rechtliche Verfassung von Religionsgemeinschaften : eine Untersuchung am Beispiel der Bahai	-	Emanuel V. Towfigh	Mohr Siebeck	Tübingen	2021	-	9783161609602; 3161609603	2., um ein Vorwort ergänzte, im übrigen unveränderte Auflage	(Broschur : circa EUR 59.00 (DE))	XIX, 269 Seiten	24 cm	-	Jus ecclesiasticum ; Band 80	-	Erscheint auch als: Online-Ausgabe	Dissertation; Westfälische Wilhelms-Universität Münster2005	Band	21,A51; 21,N27	340; 290	Staatskirchenrecht; Religionsgemeinschaft; Organisationsrecht; Bahaismus	344.43096	https://d-nb.info/1236309863/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ed7dc0e40fee4cfc9cc4be17fe5bebc2&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=ed7dc0e40fee4cfc9cc4be17fe5bebc2&prov=M&dok_var=2&dok_ext=htm	-	-
Abgabe, Kauf und Bewertung psychotherapeutischer Praxen	-	von Dr. Uta Rüping, Katharina Vogtmeier	Psychotherapeutenverlag	Heidelberg	2021	-	9783862240388; 386224038X	2. völlig neu bearbeitete Auflage	(Broschur : EUR 69.00 (DE), EUR 71.00 (AT))	215 Seiten	24 cm, 442 g	-	-	-	-	-	Band	21,A51; 21,N26	340; 610	Psychotherapeutische Praxis; Praxisübergang; Kaufvertrag; Unternehmensbewertung	346.430650246168914	https://d-nb.info/1235876950/04	-	-	-
Steuerrecht der Land- und Forstwirte : Praxisleitfaden mit Grundlagen und Beispielen : Gewinnermittlung, Urproduktion - Nebenbetrieb - Nebentätigkeit, Einheitswert, Umsatzsteuer, bäuerliche Sozialversicherung, Branntweinherstellung (Schnapsbrennerei)	-	von Mag. Karl Portele, MMag. Martina Portele, Mag. Walter Zapfl	LexisNexis	Wien	2021	-	9783700780489; 3700780486	5., neu bearbeitete und erweiterte Auflage	(Broschur : circa EUR 14.00 (DE), circa EUR 14.00 (AT), circa CHF 17.06 (freier Preis))	XVI, 162 Seiten	24 cm	-	Kompakt	-	-	-	Band	21,A51; 21,N25	340; 330	Forstwirtschaftlicher Betrieb; Landwirtschaftlicher Betrieb; Steuerrecht	343.43606	https://d-nb.info/1235768414/04	-	-	-
Einführung in das Zollrecht	-	Beat König (Dr. iur. et B.A. theol., MAS (FH)/LL. M. Swiss and International Taxation, Gerichtsschreiber am Schweizerischen Bundesgericht, Lausanne), Christian Maduz (MLaw, Projektleiter Direktion beim Schweizerischen Arbeitgeberverband, Zürich)	Stämpfli Verlag	Bern	2021	-	9783727252440; 3727252448	-	(Broschur : circa EUR 61.00 (DE), circa EUR 62.80 (AT), circa CHF 53.00 (freier Preis))	XXI, 152 Seiten	19 cm, 186 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N25	340; 380	Zollrecht	343.494056	https://d-nb.info/1235695506/04	-	-	-
Steuern sparen ... für Hausbesitzer : 100 Steuerspartipps für den Erwerb, die Errichtung, Finanzierung, Vermietung und Selbstnutzung von Immobilien	-	von Dr. jur. Hagen Prühs	VSRW-Verlag, Verlag für Steuern, Recht und Wirtschaft	Bonn	2021	-	9783936623727; 3936623724	8. Auflage	(Broschur : EUR 29.80 (DE), EUR 30.70 (AT))	180 Seiten	21 cm	-	Steuerzahler-Ratgeber	-	-	-	Band	21,A51; 21,N24	330; 340	Wohnungseigentum; Hauseigentum; Steuerersparnis	336.2060943; 343.430523	https://d-nb.info/123508700X/04	-	-	-
Zurück zu den Quellen des Völkerrechts : Beiträge zum 44. Österreichischen Völkerrechtstag 2019 in Rust am Neusiedlersee	-	August Reinisch/Astrid Reisinger Coracini (Hrsg.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631857410; 3631857411	-	(Broschur : EUR 54.95 (DE), EUR 56.50 (AT), CHF 64.00 (freier Preis))	282 Seiten	21 cm, 372 g	-	Völkerrecht, Europarecht und internationales Wirtschaftsrecht ; Band 28	-	Erscheint auch als: Online-Ausgabe	-	Band	21,A51; 21,N23	340	Völkerrecht	341	https://d-nb.info/123467064X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=8d4d17316aff40b2bce0befc00c7cd2f&prov=M&dok_var=1&dok_ext=htm	-	-
Berufskraftfahrer Kompass : Sozialvorschriften für Kraftfahrer	Arbeitsrecht und Sozialvorschriften für Kraftfahrer	Autoren: Marc Pospiech, Thomas Czwalinna	Verkehrsverlag Fischer	Düsseldorf	2021	-	9783878419211; 387841921X	6. Auflage	(Broschur : EUR 5.89 (DE), EUR 6.10 (AT))	176 Seiten	17 cm, 230	-	-	-	-	-	Band	21,A51; 21,N22	340	Berufskraftfahrer; Arbeitszeitrecht; Sozialrecht	343.4309480263	https://d-nb.info/1234167859/04	-	-	-
Berufskraftfahrer Kompass : Rechtsvorschriften im Güterkraftverkehr	-	-	Verkehrsverlag Fischer	Düsseldorf	2021	-	9783878419303; 3878419309	3. Auflage	(Broschur : EUR 5.89 (DE), EUR 6.10 (AT))	248 Seiten	17 cm, 240 g	-	-	-	-	-	Band	21,A51; 21,N22	340; 380; 620	Straßengüterverkehr; Verkehrsrecht; Transportrecht	343.43093	https://d-nb.info/123416602X/04	-	-	-
Kommunalverfassungsgesetze Niedersachsen : Textausgabe mit Einführung	-	von Peter Blum, Direktor bei dem Abgeordnetenhaus Berlin a.D. und Professor Dr. Hubert Meyer, Geschäftsführendes Präsidialmitglied des Niedersächsischen Landkreistages	Kommunal- und Schul-Verlag	Wiesbaden	2021	-	9783829316897; 3829316895	13. Auflage	(Broschur : circa EUR 14.80 (DE), circa EUR 15.30 (AT))	273 Seiten	17 cm, 222 g	-	-	-	-	-	Band	21,A51; 21,N21	340	Niedersachsen	342.4359090263	https://d-nb.info/1233801767/04	http://www.kommunalpraxis.de/laender/niedersachsen/kommunalverfassungsgesetze-niedersachsen-nkomvg	-	-
Ermittlungen gegen organisierte Kriminalität : ein Vergleich des deutschen und kolumbianischen Rechts	-	Angélica Romero Sánchez	Duncker & Humblot; Max-Planck-Institut für Ausländisches und Internationales Strafrecht	Berlin; Freiburg i. Br	2021	-	9783428183074; 9783861137665; 3861137666; 342818307X	-	(Broschur : EUR 56.00 (DE), EUR 57.60 (AT));  : EUR 56.00 (DE), EUR 57.60 (AT)	XLVI, 698 Seiten	23 cm	-	Schriftenreihe des Max-Planck-Instituts für Ausländisches und Internationales Strafrecht ; Band 171. S, Strafrechtliche Forschungsberichte	-	-	Dissertation; Albert-Ludwigs-Universität Freiburg2018/2019	Band	21,A51; 21,N20	340	Organisiertes Verbrechen; Ermittlung; Rechtsvergleich	345.43052; 345.861052	-	-	-	-
Das Konzept einer allgemeinen Prozessrechtslehre in Gesetzgebung und Rechtsdogmatik : eine Analyse ausgewählter prozessualer Institute	-	von Cathrin Silberzahn	Duncker & Humblot	Berlin	2021	-	9783428182343; 3428182340	-	(Broschur : EUR 89.90 (DE), EUR 92.50 (AT))	380 Seiten	24 cm, 570 g	-	Schriften zum Prozessrecht ; Band 276	-	Erscheint auch als: Online-Ausgabe	Dissertation; Julius-Maximilians-Universität Würzburg2020	Band	21,A51; 21,N19	340	Prozessrecht; Gesetzgebung; Rechtsdogmatik	347.4305	https://d-nb.info/1233029819/04	-	-	-
Lebensmittelkennzeichnung	-	B. Riemer, C. Seitz	Behr' s Verlag	Hamburg	2021	-	9783954687510; 3954687518	4. Auflage	(Broschur : EUR 52.97 (DE), EUR 54.50 (AT))	XXII, 152 Seiten	21 cm	-	Fragen & Anworten	-	-	-	Band	21,A51; 21,N17	340	Lebensmittelkennzeichnung	344.4304232	https://d-nb.info/1232090662/04	-	-	-
